title,abstract,doi,year,citations,source
Dynamic Spatio-Temporal Attention-Based Graph Neural Network Using Ordinary Differential Equation and Multi-Scale Semantics for Traffic Prediction,,10.1109/tits.2025.3612204,2025,0,Scopus
Variable Spatiotemporal Framework for Multivariate Time Series Prediction,,10.1109/icdew67478.2025.00022,2025,0,Scopus
UFGTime: Mining Intertwined Dependencies in Multivariate Time Series via an Efficient Pure Graph Approach,,10.14778/3746405.3746436,2025,0,Scopus
MGTDGraph: Multi-granularity Graph Attention Networks for Multivariate Long-Term Time Series Forecasting,,10.1007/978-981-95-0009-3_4,2025,0,Scopus
BiG-Mamba: Bidirectional Graph and Mamba Modeling for Multivariate Time Series Forecasting,,10.1007/978-981-96-9946-9_26,2025,0,Scopus
A Patch-Based Multiscale Graph-Enhanced Transformer for Multivariate Time Series Forecasting,,10.1007/978-981-96-6948-6_32,2025,0,Scopus
PANDA: Patch-Aware Graph Network with Dual Alignment for Time Series Forecasting,,10.1109/icassp49660.2025.10889936,2025,1,Scopus
EGENN: An Efficient Graph-Enhanced Neural Network for Multivariate Time Series Forecasting,,10.1109/icassp49660.2025.10890196,2025,0,Scopus
Uncertainty-Aware Crime Prediction With Spatial Temporal Multivariate Graph Neural Networks,,10.1109/icassp49660.2025.10889685,2025,0,Scopus
Tribe Graph Enhanced Bidirectional Mamba for Multivariate Time Series Forecasting,,10.1109/icassp49660.2025.10889482,2025,0,Scopus
GT-LSTM: Integrating High-Resolution Particulate Matter Data for Urban Air Quality Forecasting,,10.1007/978-3-031-95728-4_5,2025,0,Scopus
Graph Neural Network-Enhanced Multivariate Time Series Forecasting with Series-Core Fusion,,10.1109/icaace65325.2025.11019045,2025,0,Scopus
Research on Time Series Forecasting Models Based on Hybrid Attention Mechanism and Graph Neural Networks,,10.31449/inf.v49i21.7580,2025,0,Scopus
Leveraging Long-Term Multivariate History Representation for Time Series Forecasting,,10.1109/tai.2025.3570676,2025,0,Scopus
GinAR+: A Robust End-to-End Framework for Multivariate Time Series Forecasting With Missing Values,,10.1109/tkde.2025.3569649,2025,12,Scopus
Two-in-One Models for Event Prediction and Time Series Forecasting. Comparison of Four Deep Learning Approaches to Simulate a Digital Patient Under Anesthesia,,10.1007/978-3-031-91398-3_28,2025,0,Scopus
Leveraging Heterophily in Spatial-Temporal Graphs for Multivariate Time-Series Forecasting,,10.1109/icassp49660.2025.10888419,2025,0,Scopus
Adaptive Graph Structure Learning Neural Rough Differential Equations for Multivariate Time Series Forecasting,,10.1109/tbdata.2025.3552334,2025,2,Scopus
Scene-GCN: a time-series prediction method in complex monitoring environments through spatial–temporal knowledge graph (ST-KG),,10.1080/13658816.2025.2479183,2025,0,Scopus
Scale-Aware Neural Architecture Search for Multivariate Time Series Forecasting,,10.1145/3701038,2024,4,Scopus
Contrastive learning enhanced by graph neural networks for Universal Multivariate Time Series Representation,,10.1016/j.is.2024.102429,2024,2,Scopus
Dynamic Spatial-Temporal Embedding via Neural Conditional Random Field for Multivariate Time Series Forecasting,,10.1145/3675165,2024,0,Scopus
Multivariate sequence prediction for graph convolutional networks based on ESMD and transfer entropy,,10.1007/s11042-024-18787-8,2024,3,Scopus
Functional Relation Field: A Model-Agnostic Framework for Multivariate Time Series Forecasting,,10.1016/j.artint.2024.104158,2024,2,Scopus
GinAR: An End-To-End Multivariate Time Series Forecasting Model Suitable for Variable Missing,,10.1145/3637528.3672055,2024,30,Scopus
Root cause localization for wind turbines using physics guided multivariate graphical modeling and fault propagation analysis,,10.1016/j.knosys.2024.111838,2024,13,Scopus
Multiview Spatial-Temporal Meta-Learning for Multivariate Time Series Forecasting,,10.3390/s24144473,2024,2,Scopus
Self-learning dynamic graph neural network with self-attention based on historical data and future data for multi-task multivariate residential air conditioning forecasting,,10.1016/j.apenergy.2024.123156,2024,13,Scopus
Electricity demand forecasting at distribution and household levels using explainable causal graph neural network,,10.1016/j.egyai.2024.100368,2024,23,Scopus
Dynamic multi-fusion spatio-temporal graph neural network for multivariate time series forecasting,,10.1016/j.eswa.2023.122729,2024,16,Scopus
Multivariate Time Series Forecasting: A Review,,10.1145/3663976.3664241,2024,10,Scopus
MDG: A Multi-Task Dynamic Graph Generation Framework for Multivariate Time Series Forecasting,,10.1109/tetci.2024.3352407,2024,9,Scopus
Adversarial Danger Identification on Temporally Dynamic Graphs,,10.1109/tnnls.2023.3252175,2024,12,Scopus
Temporal Implicit Multimodal Networks for Investment and Risk Management,,10.1145/3643855,2024,6,Scopus
A lightweight multi-layer perceptron for efficient multivariate time series forecasting,,10.1016/j.knosys.2024.111463,2024,29,Scopus
Adapt to small-scale and long-term time series forecasting with enhanced multidimensional correlation,,10.1016/j.eswa.2023.122203,2024,2,Scopus
Learning evolving relations for multivariate time series forecasting,,10.1007/s10489-023-05220-0,2024,7,Scopus
An attentive Copula-based spatio-temporal graph model for multivariate time-series forecasting,,10.1016/j.asoc.2024.111324,2024,29,Scopus
AMGCN: adaptive multigraph convolutional networks for traffic speed forecasting,,10.1007/s10489-024-05301-8,2024,3,Scopus
Multi-level Relational Learning with Synergistic Graphs for Multivariate Time Series Forecasting,,,2024,0,Scopus
STAE-TA: Spatio-Temporal Frequency Adaptive Embedding with Multi-Scal Trend Attention,,10.1109/cbase64041.2024.10824493,2024,0,Scopus
Multivariate Time Series Forecasting of Integrated Energy Systems Based on Fast Fourier Transform Fully Connected Space-Time Graph,,10.1007/978-981-97-9674-8_22,2024,0,Scopus
Navigating Data Scarcity in Multivariate Time Series Forecasting: A Hybrid Model Perspective,,10.1109/tensymp61132.2024.10752270,2024,2,Scopus
Long Sequence Multivariate Time-Series Forecasting for Industrial Processes Using SASGNN,,10.1109/tii.2024.3424214,2024,5,Scopus
FedDGCL: Federated Graph Neural Network with Dual Graph Contrast Learning for Multivariable Time Series Forecasting,,10.1007/978-981-97-5552-3_27,2024,0,Scopus
MLFGCN: short-term residential load forecasting via graph attention temporal convolution network,,10.3389/fnbot.2024.1461403,2024,5,Scopus
Time-Decay Dynamic Graph Neural Network for Multivariate Time Series Forecasting,,10.1109/ijcnn60899.2024.10651177,2024,1,Scopus
Dynamic Personalized Graph Neural Ordinary Differential Equation Network for Multivariate Time Series Prediction of Chemical Processes,,10.1109/ddcls61622.2024.10606557,2024,0,Scopus
Learning Time-Aware Graph Structures for Spatially Correlated Time Series Forecasting,,10.1109/icde60146.2024.00338,2024,17,Scopus
GAGNN: Generative Adversarial Network and Graph Neural Network for Prognostic and Health Management,,10.1109/jiot.2024.3435917,2024,3,Scopus
A Regional Short-term Load Forecasting Method Based on Adaptive Graph Construction and Kernel Size Selection,,10.1109/icps60943.2024.10563907,2024,1,Scopus
SAGDFN: A Scalable Adaptive Graph Diffusion Forecasting Network for Multivariate Time Series Forecasting,,10.1109/icde60146.2024.00101,2024,14,Scopus
Evolving Super Graph Neural Networks for Large-Scale Time-Series Forecasting,,10.1007/978-981-97-2266-2_16,2024,2,Scopus
Multi-Granularity Spatio-Temporal Correlation Networks for Stock Trend Prediction,,10.1109/access.2024.3393774,2024,4,Scopus
TimeGNN: Temporal Dynamic Graph Learning for Time Series Forecasting,,10.1007/978-3-031-53468-3_8,2024,13,Scopus
Wind Power Forecasting Based on a Spatial-Temporal Graph Convolution Network with Limited Engineering Knowledge,,10.1109/tim.2024.3374321,2024,16,Scopus
Dynamic Hypergraph Structure Learning for Multivariate Time Series Forecasting,,10.1109/tbdata.2024.3362188,2024,25,Scopus
Multi-scale Multi-step Dependency Graph Neural Network for Multivariate Time-Series Forecasting,,10.1007/978-981-99-8132-8_8,2024,2,Scopus
Explainable Spatio-Temporal Graph Neural Networks for multi-site photovoltaic energy production,,10.1016/j.apenergy.2023.122151,2024,44,Scopus
Dynamic personalized graph neural network with linear complexity for multivariate time series forecasting,,10.1016/j.engappai.2023.107291,2024,9,Scopus
TDG4MSF: A temporal decomposition enhanced graph neural network for multivariate time series forecasting,,10.1007/s10489-023-04987-6,2023,6,Scopus
Long-term multivariate time series forecasting in data centers based on multi-factor separation evolutionary spatial–temporal graph neural networks,,10.1016/j.knosys.2023.110997,2023,7,Scopus
Dynamic spatiotemporal interactive graph neural network for multivariate time series forecasting,,10.1016/j.knosys.2023.110995,2023,26,Scopus
Learning Dynamic Graphs from All Contextual Information for Accurate Point-of-Interest Visit Forecasting,,10.1145/3589132.3625567,2023,4,Scopus
Learning and integration of adaptive hybrid graph structures for multivariate time series forecasting,,10.1016/j.ins.2023.119560,2023,11,Scopus
Recurrent neural networks integrate multiple graph operators for spatial time series prediction,,10.1007/s10489-023-04632-2,2023,11,Scopus
Spatiotemporal graph neural network for multivariate multi-step ahead time-series forecasting of sea temperature,,10.1016/j.engappai.2023.106854,2023,25,Scopus
Clustering-property Matters: A Cluster-aware Network for Large Scale Multivariate Time Series Forecasting,,10.1145/3583780.3615253,2023,8,Scopus
Multi-Scale Adaptive Graph Neural Network for Multivariate Time Series Forecasting,,10.1109/tkde.2023.3268199,2023,155,Scopus
Multivariate Time Series Forecasting With Dynamic Graph Neural ODEs,,10.1109/tkde.2022.3221989,2023,108,Scopus
Graph neural networks for multivariate time series regression with application to seismic data,,10.1007/s41060-022-00349-6,2023,46,Scopus
Multivariate long sequence time-series forecasting using dynamic graph learning,,10.1007/s12652-023-04579-9,2023,17,Scopus
Dynamic graph structure learning for multivariate time series forecasting,,10.1016/j.patcog.2023.109423,2023,91,Scopus
Dynamic spatio-temporal graph network with adaptive propagation mechanism for multivariate time series forecasting,,10.1016/j.eswa.2022.119374,2023,52,Scopus
Spatio-temporal wind speed forecasting using graph networks and novel Transformer architectures,,10.1016/j.apenergy.2022.120565,2023,149,Scopus
H2-Nets: Hyper-hodge Convolutional Neural Networks for Time-Series Forecasting,,10.1007/978-3-031-43424-2_17,2023,2,Scopus
Graph Convolution Recurrent Denoising Diffusion Model for Multivariate Probabilistic Temporal Forecasting,,10.1007/978-3-031-46661-8_44,2023,5,Scopus
Causal-Based Spatio-Temporal Graph Neural Networks for Industrial Internet of Things Multivariate Time Series Forecasting,,10.1007/978-3-031-44070-0_6,2023,1,Scopus
Temporal Chain Network With Intuitive Attention Mechanism for Long-Term Series Forecasting,,10.1109/tim.2023.3322508,2023,16,Scopus
Hierarchical Joint Graph Learning and Multivariate Time Series Forecasting,,10.1109/access.2023.3325041,2023,6,Scopus
MAGNet: Muti-scale Attention and Evolutionary Graph Structure for Long Sequence Time-Series Forecasting,,10.1007/978-3-031-44223-0_18,2023,2,Scopus
Multivariate Long-Term Traffic Forecasting with Graph Convolutional Network and Historical Attention Mechanism,,10.1007/978-3-031-40292-0_10,2023,1,Scopus
Graph Construction Method for GNN-Based Multivariate Time-Series Forecasting,,10.32604/cmc.2023.036830,2023,5,Scopus
Spatiotemporal Causal Discovery Graph Convolutional Networks for Multivariate Time Series Forecasting of Industrial Process,,10.1109/itnec56291.2023.10082527,2023,3,Scopus
Interpretable temporal-spatial graph attention network for multi-site PV power forecasting,,10.1016/j.apenergy.2022.120127,2022,58,Scopus
Network Filtering of Spatial-temporal GNN for Multivariate Time-series Prediction,,10.1145/3533271.3561678,2022,5,Scopus
Knowledge Graph Guided Simultaneous Forecasting and Network Learning for Multivariate Financial Time Series,,10.1145/3533271.3561702,2022,4,Scopus
Spatial-Temporal Identity: A Simple yet Effective Baseline for Multivariate Time Series Forecasting,,10.1145/3511808.3557702,2022,321,Scopus
Memory Augmented Graph Learning Networks for Multivariate Time Series Forecasting,,10.1145/3511808.3557638,2022,6,Scopus
Multi-channel fusion graph neural network for multivariate time series forecasting,,10.1016/j.jocs.2022.101862,2022,8,Scopus
Multi-scale temporal features extraction based graph convolutional network with attention for multivariate time series prediction,,10.1016/j.eswa.2022.117011,2022,53,Scopus
Learning the Evolutionary and Multi-scale Graph Structure for Multivariate Time Series Forecasting,,10.1145/3534678.3539274,2022,123,Scopus
Pre-training Enhanced Spatial-temporal Graph Neural Network for Multivariate Time Series Forecasting,,10.1145/3534678.3539396,2022,282,Scopus
Multivariate Time Series Deep Spatiotemporal Forecasting with Graph Neural Network,,10.3390/app12115731,2022,30,Scopus
Research on prediction algorithm of ship equipment heath condition,,10.1016/j.oceaneng.2022.110750,2022,13,Scopus
Adaptive Dual-View WaveNet for urban spatial–temporal event prediction,,10.1016/j.ins.2021.12.085,2022,48,Scopus
Migration Data-based Graph Neural Network for Disease Forecasting,,10.1109/bigdia56350.2022.9874050,2022,1,Scopus
MTHetGNN: A heterogeneous graph embedding framework for multivariate time series forecasting,,10.1016/j.patrec.2021.12.008,2022,49,Scopus
AGCNT: Adaptive Graph Convolutional Network for Transformer-based Long Sequence Time-Series Forecasting,,10.1145/3459637.3482054,2021,4,Scopus
Dc-stgcn: Dual-channel based graph convolutional networks for network traffic forecasting,,10.3390/electronics10091014,2021,31,Scopus
Inductive Graph Neural Networks for Spatiotemporal Kriging,,10.1609/aaai.v35i5.16575,2021,136,Scopus
METRO: A Generic Graph Neural Network Framework for Multivariate Time Series Forecasting,,10.14778/3489496.3489503,2021,61,Scopus
Multi Scale Graph Wavenet for Wind Speed Forecasting,,10.1109/bigdata52589.2021.9671624,2021,27,Scopus
Dependency Learning Graph Neural Network for Multivariate Forecasting,,10.1007/978-3-030-92307-5_14,2021,1,Scopus
Spatio-Temporal Multi-graph Networks for Demand Forecasting in Online Marketplaces,,10.1007/978-3-030-86514-6_12,2021,9,Scopus
Structural Entropy-based Multivariate Time Series Forecasting,"Multivariate time series (MTS) forecasting is crucial for predicting the future states of complexly coupled variables based on historical observations. To effectively capture the intricate interdependencies within MTS, graph-based methods have emerged as powerful tools. However, existing graph construction methods often produce structures that fail to preserve key temporal and cross-variable dependencies, introducing redundant or irrelevant connections. To address these challenges, we propose a structural entropy-based approach for MTS forecasting. The approach optimizes graph structures by reducing structural redundancy, thereby improving forecasting accuracy. Initially, we represent the temporal dependences by constructing an encoding tree incrementally. Through hierarchical organization of time steps, the temporal evolution is adaptively captured. Subsequently, we give the community-aware representation by building an encoding tree over the variables in MTS, extracting homogeneous communities from the tree structure while integrating community influence to better capture inter-variable dependencies. Finally,we present a training algorithm designed to generate accurate predictions for MTS, accompanied by a unified loss function that integrates forecasting inaccuracies with variations in structural entropy. Empirical findings on real-world datasets substantiate that our approach outperforms state-of-the-art models in capturing dependencies and enhancing forecasting precision.",10.1145/3746252.3761007,2025,,ACM
CrossLinear: Plug-and-Play Cross-Correlation Embedding for Time Series Forecasting with Exogenous Variables,"Time series forecasting with exogenous variables is a critical emerging paradigm that presents unique challenges in modeling dependencies between variables. Traditional models often struggle to differentiate between endogenous and exogenous variables, leading to inefficiencies and overfitting. In this paper, we introduce CrossLinear, a novel Linear-based forecasting model that addresses these challenges by incorporating a plug-and-play cross-correlation embedding module. This lightweight module captures the dependencies between variables with minimal computational cost and seamlessly integrates into existing neural networks. Specifically, it captures time-invariant and direct variable dependencies while disregarding time-varying or indirect dependencies, thereby mitigating the risk of overfitting in dependency modeling and contributing to consistent performance improvements. Furthermore, CrossLinear employs patch-wise processing and a global linear head to effectively capture both short-term and long-term temporal dependencies, further improving its forecasting precision. Extensive experiments on 12 real-world datasets demonstrate that CrossLinear achieves superior performance in both short-term and long-term forecasting tasks. The ablation study underscores the effectiveness of the cross-correlation embedding module. Additionally, the generalizability of this module makes it a valuable plug-in for various forecasting tasks across different domains. Codes are available at https://github.com/mumiao2000/CrossLinear.",10.1145/3711896.3736899,2025,,ACM
Deep Coupling Network for Multivariate Time Series Forecasting,"Multivariate time series (MTS) forecasting is crucial in many real-world applications. To achieve accurate MTS forecasting, it is essential to simultaneously consider both intra- and inter-series relationships among time series data. However, previous work has typically modeled intra- and inter-series relationships separately and has disregarded multi-order interactions present within and between time series data, which can seriously degrade forecasting accuracy. In this article, we reexamine intra- and inter-series relationships from the perspective of mutual information and accordingly construct a comprehensive relationship learning mechanism tailored to simultaneously capture the intricate multi-order intra- and inter-series couplings. Based on the mechanism, we propose a novel deep coupling network for MTS forecasting, named DeepCN, which consists of a coupling mechanism dedicated to explicitly exploring the multi-order intra- and inter-series relationships among time series data concurrently, a coupled variable representation module aimed at encoding diverse variable patterns, and an inference module facilitating predictions through one forward step. Extensive experiments conducted on seven real-world datasets demonstrate that our proposed DeepCN achieves superior performance compared with the state-of-the-art baselines.",10.1145/3653447,2024,,ACM
Graph Deep Factors for Probabilistic Time-series Forecasting,"Effective time-series forecasting methods are of significant importance to solve a broad spectrum of research problems. Deep probabilistic forecasting techniques have recently been proposed for modeling large collections of time-series. However, these techniques explicitly assume either complete independence (local model) or complete dependence (global model) between time-series in the collection. This corresponds to the two extreme cases where every time-series is disconnected from every other time-series in the collection or likewise, that every time-series is related to every other time-series resulting in a completely connected graph. In this work, we propose a deep hybrid probabilistic graph-based forecasting framework called Graph Deep Factors (GraphDF) that goes beyond these two extremes by allowing nodes and their time-series to be connected to others in an arbitrary fashion. GraphDF is a hybrid forecasting framework that consists of a relational global and relational local model. In particular, a relational global model learns complex non-linear time-series patterns globally using the structure of the graph to improve both forecasting accuracy and computational efficiency. Similarly, instead of modeling every time-series independently, a relational local model not only considers its individual time-series but also the time-series of nodes that are connected in the graph. The experiments demonstrate the effectiveness of the proposed deep hybrid graph-based forecasting model compared to the state-of-the-art methods in terms of its forecasting accuracy, runtime, and scalability. Our case study reveals that GraphDF can successfully generate cloud usage forecasts and opportunistically schedule workloads to increase cloud cluster utilization by 47.5\% on average. Furthermore, we target addressing the common nature of many time-series forecasting applications where time-series are provided in a streaming version; however, most methods fail to leverage the newly incoming time-series values and result in worse performance over time. In this article, we propose an online incremental learning framework for probabilistic forecasting. The framework is theoretically proven to have lower time and space complexity. The framework can be universally applied to many other machine learning-based methods.",10.1145/3543511,2023,,ACM
Telecommunications Product Revenue Time-Series Forecasting Using Target Variable Preprocessing Methods,"Accurate revenue forecasting is critical for decision-making support of telecommunications companies (telcos). This study explored the use of machine learning for time-series revenue forecasting of a telco product. While existing research explores machine learning for time-series forecasting primarily for stocks price prediction and different use cases in other industries, this study focused on telco revenue and the impact of target variable preprocessing on forecasting accuracy. Two datasets with different business rules for the same attribute were used, with two preprocessing techniques for converting monthly revenue data to daily applied to each dataset: even distribution and a weighted distribution based on daily subscriber count. Recurrent neural networks (RNNs), specifically long short-term memory (LSTM) and gated recurrent unit (GRU), were employed for revenue prediction. Various factors were used to produce additional model variations, specifically seed selection, dataset, preprocessing technique, and input window size. Mean Absolute Percentage Error (MAPE) was the key metric for comparison of model performance. The results showed that weighted preprocessing produced the most accurate model with an MAPE of 3.08\% despite its reliance on a specific variable combination. This study concludes that target variable preprocessing impacts model outputs, with weighted distribution offering the highest accuracy for telco product revenue forecasting using RNNs.",10.1145/3690771.3690784,2025,,ACM
Multiple Time Series Forecasting with Dynamic Graph Modeling,"Multiple time series forecasting plays an essential role in many applications. Solutions based on graph neural network (GNN) that deliver state-of-the-art forecasting performance use the relation graph which can capture historical correlations among time series. However, in real world, it is common that correlations among time series evolve across time, resulting in dynamic relation graph, where the future correlations may be different from those in history. To address this problem, we propose multiple time series forecasting with dynamic graph modeling (MTSF-DG) that is able to learn historical relation graphs and predicting future relation graphs to capture the dynamic correlations. We also propose a causal GNN to extract features from both kinds of relation graphs efficiently. Then we propose a reasoning network to explicitly learn the variant influence from historical timestamps to future timestamps for final forecasting. Extensive experiments on six benchmark datasets show that MTSF-DG consistently outperforms state-of-the-art baselines, and justify our design with dynamic relation graph modeling.",10.14778/3636218.3636230,2023,,ACM
Weakly Guided Adaptation for Robust Time Series Forecasting,"Robust multivariate time series forecasting is crucial in many cyberphysical and Internet of Things applications. Existing state-of-the-art robust forecasting models decompose time series into independent functions covering trends and periodicities. However, these independent functions fail to capture correlations among multiple time series, thereby reducing prediction accuracy. Moreover, existing robust forecasting models treat certain abrupt but normal changes, e.g., caused by holidays, as outliers because they occur infrequently and have data distributions that resemble those of outliers. This exacerbates model bias and reduces prediction accuracy. This paper aims to capture correlations across multiple time series and abrupt but normal changes, thereby improving prediction accuracy. We employ weak labels to partition the dataset into source and target domains. Then, we propose the Domain Adversarial Robust Forecaster (DARF). This forecasting model is based on adversarial domain adaptation and includes two novel modules: Correlated Robust Forecaster (CORF) and Domain Critic. Specifically, CORF constitutes an encoder-decoder framework proficient at robust multivariate time series forecasting, and Domain Critic works to reduce data bias. Extensive experiments and discussions show that DARF is capable of state-of-the-art forecasting accuracy.",10.14778/3636218.3636231,2023,,ACM
A Distribution Graph Guided Network with Dual Track Self-Supervised Strategy for Tobacco Pest Time Series Forecasting,"Tobacco pest is one of the main factors that harm tobacco quality in tobacco factories, leading to economic losses. Accurate prediction of pest distribution is crucial for the management and production of tobacco factories. Nevertheless, conventional time series forecasting techniques prove inadequate in capturing sufficient information for fine-grained forecasting tasks involving district-variable-level and day-sampling-level tobacco pest datasets. This limitation arises from the lack of consideration for the knowledge pertaining to the migration and reproduction patterns of tobacco pests. In this work, a dual track self-supervised and distribution graph guided network (DTSSDGN) is proposed to handle this problem. First, a distribution graph guided feature extraction module is designed to help capture the internal and external patterns of pest distribution. Subsequently, a two-stage training strategy is devised, comprising a dual-track self-supervised training phase to acquire features that possess a comprehensive understanding of the pest distribution trend, followed by a fine-grained fine-tuning phase that leverages this knowledge to achieve accurate forecasting outcomes. The effectiveness and superiority of the proposed method are illustrated on a real tobacco pest distribution dataset.",10.1145/3704558.3707079,2025,,ACM
